old_id,new_id,old_damage_gra,new_damage_gra,vlm_damage_class,vlm_confidence,remap_action,vlm_action,compare_chip,iou,centroid_distance_m,google_maps_url
ems_00104,aoi12_v2_00130,Damaged,Damaged,uncertain_comparison_problem,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00104_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.61302710708,-66.83939433798001"
ems_00105,aoi12_v2_00131,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00105_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.6131557316,-66.8377313408"
ems_00106,aoi12_v2_00132,Damaged,Damaged,likely_destroyed,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00106_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.613161233173077,-66.83640864298077"
ems_00107,aoi12_v2_00143,Destroyed,Destroyed,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00107_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.614425736818182,-66.83890919227272"
ems_00108,aoi12_v2_00145,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00108_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.6148392825,-66.837810166"
ems_00109,aoi12_v2_00146,Destroyed,Destroyed,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00109_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.615026033636363,-66.84042306454545"
ems_00110,aoi12_v2_00147,Damaged,Damaged,likely_destroyed,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00110_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.615587603814435,-66.83705003910653"
ems_00111,aoi12_v2_00153,Damaged,Damaged,likely_destroyed,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00111_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.616437820309278,-66.8473539613402"
ems_00112,aoi12_v2_00149,Damaged,Damaged,likely_destroyed,0.85,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00112_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.616277492608695,-66.84273860652173"
ems_00113,aoi12_v2_00150,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00113_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.617645295555556,-66.844938664"
ems_00114,aoi12_v2_00151,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00114_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.61776499,-66.84627419818183"
ems_00116,aoi12_v2_00163,Destroyed,Destroyed,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00116_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.617992012857142,-66.84787401999999"
ems_00117,aoi12_v2_00152,Possibly damaged,Damaged,likely_destroyed,0.95,reuse_geometry_update_official_attrs,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00117_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.619438562435898,-66.84675992099068"
ems_00118,aoi12_v2_00164,Destroyed,Destroyed,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00118_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.618575198243244,-66.85117064162162"
ems_00119,aoi12_v2_00165,Destroyed,Destroyed,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00119_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.61876540826087,-66.84911322956522"
ems_00120,aoi12_v2_00166,Damaged,Damaged,likely_destroyed,0.95,reuse_geometry_minor_change,reuse_existing_vlm_with_v2_binding,/data/chips/emsr884-aoi12-caraballeda/ems_00120_before_after_compare.png,1.0,0.0,"https://www.google.com/maps/search/?api=1&query=10.6188720975,-66.84746697125"
